Subject ID,Raters Group,Completed by,Rater Name,"Q1_Pathology & Lab. Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Respects patients’ confidentiality (i.e. does not discuss confidential patient information in areas where others can overhear the conversation like hallways, elevators, coffee shops etc…)_First Scale","Q1_Pathology & Lab. Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Listens to healthcare workers’ (both physicians and non-physicians) concerns and responds to them thoroughly._First Scale","Q1_Pathology & Lab. Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats staff (both academic and non-academic) with dignity irrespective of their religion, culture, age, race, sexual orientation and gender. _First Scale","Q1_Pathology & Lab. Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Uses respectful language with other healthcare workers (i.e: avoids abusive language, offensive comments, racial or ethnic slurs, threats of violence and foul or rude intimidating language). _First Scale","Q1_Pathology & Lab. Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Responds in timely fashion to phone calls and paging regarding patient care. _First Scale","Q1_Pathology & Lab. Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Arrives on time to scheduled appointments (i.e. clinic, OR, rounds, shift etc…)._First Scale","Q1_Pathology & Lab. Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Receptive to the suggestions and concerns of other healthcare coworkers (both physician and non-physician health providers)._First Scale","Q1_Pathology & Lab. Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Communicates directly and clearly with healthcare workers (both physician and non-physician health providers) about patient care._First Scale",Q2_Comments,Fillout Date (mm/dd/yy)
PHYS_877cb55a01ee,Hospital Staff,PHYS_9f276367add1,PHYS_3659b3c10478,Always,Always,Always,Always,Always,Always,Always,Always,Patient safety and quality of result is her first and primary concern.,06/15/23 09:02 AM
PHYS_877cb55a01ee,Hospital Staff,PHYS_cf388247263d,PHYS_ac53516da7c8,Always,Most of the time,Most of the time,Most of the time,Always,Always,Most of the time,Most of the time,D/A,06/15/23 09:52 AM
PHYS_877cb55a01ee,Faculty Self-Evaluation,PHYS_877cb55a01ee,PHYS_c0733cdaab34,Always,Always,Always,Always,Always,Always,Always,Always,"I always go out of my way to help in any way possible when it comes to patient care with all the limited resources we have especially in terms of staffing.

Always listen to the concerns of physicians and respond to their inquiries with full evidence the soonest possible.

All what I do is to improve patient safety with a professional and collegian atmosphere. ",06/26/23 09:59 AM
PHYS_877cb55a01ee,Hospital Staff,PHYS_572cce0fee4e,PHYS_e6e16ba62105,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 12:50
PHYS_877cb55a01ee,Medical Staff,PHYS_72bb241555cb,PHYS_e9688bf7be5d,Always,Always,Always,Always,Always,Always,Always,Always,Lovely and one of the most dedicated persons,07/11/2023 00:17
PHYS_877cb55a01ee,Chairperson,PHYS_95ae00cce5a8,PHYS_ac6824b7a015,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/11/2023 14:54
PHYS_877cb55a01ee,Medical Staff,PHYS_d3d1bac7b5e9,PHYS_adf0efdef513,Always,Always,Always,Always,Always,Always,Always,Always,Dr Daher is very professional and dedicated to quality control in the laboratory. She is always eager to teach the residents wether through daily signout or lectures. She is a role model to the technicians and residents. ,07/14/23 11:33 AM
PHYS_877cb55a01ee,Medical Staff,PHYS_6af5e36fc881,PHYS_176f07e17920,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 02:44 PM
PHYS_877cb55a01ee,Medical Staff,PHYS_66379b9abf45,PHYS_810156b47f32,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 02:55 PM
PHYS_877cb55a01ee,Medical Staff,PHYS_ec4ebcd06f52,PHYS_af9c15a69111,Always,Always,Always,Always,Always,Always,Always,Always,"Dr. Daher is one of the best. She is the director of the chemistry part which runs always on time, very smoothly, and with exceptional quality. I learned a lot from Dr. Daher during the chemistry rotation. Looking forward to my second.",07/17/23 11:17 AM
PHYS_877cb55a01ee,Hospital Staff,PHYS_92b6f774479f,PHYS_10c8585e4836,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,07/24/23 03:40 PM
PHYS_877cb55a01ee,Hospital Staff,PHYS_86694f6f4cfc,PHYS_acfbcfe57afd,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/23 04:16 PM
PHYS_877cb55a01ee,Hospital Staff,PHYS_889769d4956b,PHYS_f003df975348,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/25/23 01:03 PM
PHYS_877cb55a01ee,Hospital Staff,PHYS_6ae9c17a9edf,PHYS_60f3bb2a567a,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/01/2023 15:16
PHYS_9c90903ea1cb,Hospital Staff,PHYS_8631e47ef49f,PHYS_9f16ec396b1e,Always,Always,Always,Always,Always,Always,Always,Always,Highly professional. He is a role&ndash;model.,06/15/23 07:29 AM
PHYS_9c90903ea1cb,Faculty Self-Evaluation,PHYS_9c90903ea1cb,PHYS_f962d2cfc436,Always,Always,Always,Always,Always,Always,Always,Always,Awarded the GOLD HUMANISM HONOR SOCIETY award in MAY 2023.,06/15/23 08:14 AM
PHYS_9c90903ea1cb,Hospital Staff,PHYS_9f276367add1,PHYS_3659b3c10478,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 09:03 AM
PHYS_9c90903ea1cb,Hospital Staff,PHYS_59de068f5b42,PHYS_ec7197b02457,Always,Always,Always,Always,Always,Always,Always,Always,"I have been working with Dr. Mahfouz for almost 20 years and have not met a professional, dedicated, outstanding, and passionate person about his job as he is.
I am privileged and honoured to have such a remarkable boss.   ",06/19/23 04:24 PM
PHYS_9c90903ea1cb,Hospital Staff,PHYS_007d54317f23,PHYS_de6424eba8cd,Always,Most of the time,Always,Always,Always,Always,Always,Most of the time,D/A,06/25/23 09:16 AM
PHYS_9c90903ea1cb,Hospital Staff,PHYS_852b017abdbc,PHYS_0a04075c40aa,Always,Always,Always,Always,Always,Always,Most of the time,Always,Dr. Mahfouz has shown great commitment to the growth of the department and to the institution. &quot;He leads by example&quot; and He is always available to support his team and his costumers. Dr. Mahfouz is a valuable asset to this organisation.,07/10/2023 14:43
PHYS_9c90903ea1cb,Medical Staff,PHYS_72bb241555cb,PHYS_e9688bf7be5d,Always,Always,Always,Always,Always,Always,Always,Always,One the best!!,07/11/2023 00:16
PHYS_9c90903ea1cb,Chairperson,PHYS_95ae00cce5a8,PHYS_ac6824b7a015,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/11/2023 14:53
PHYS_9c90903ea1cb,Medical Staff,PHYS_d3d1bac7b5e9,PHYS_adf0efdef513,Always,Always,Always,Always,Always,Always,Always,Always,"Dr Mahfouz is very professional, always ready to help the residents on all levels. He listens to residents concerns and take them into consideration always. He is very dedicated to his work and he is loved by everyone in the department. ",07/14/23 11:38 AM
PHYS_9c90903ea1cb,Medical Staff,PHYS_6af5e36fc881,PHYS_176f07e17920,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 02:45 PM
PHYS_9c90903ea1cb,Medical Staff,PHYS_66379b9abf45,PHYS_810156b47f32,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 03:00 PM
PHYS_9c90903ea1cb,Hospital Staff,PHYS_d93843f7100a,PHYS_bf055b0a7d0c,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 04:45 PM
PHYS_9c90903ea1cb,Medical Staff,PHYS_ec4ebcd06f52,PHYS_af9c15a69111,Always,Always,Always,Always,Always,Always,Always,Always,"Dr. Mahfouz, the medical director of molecular laboratory at AUB is exceptional. He is an amazing teacher as well as an excellent advisor to all of his residents. Rotating in molecular biology, I learned a lot. He is dedicated to providing excellent and meticulous patient care. Add to that, the didactic lectures provided by Dr. Mahfouz are educational and always updating about the latest developments in the field.",07/17/23 11:21 AM
PHYS_9c90903ea1cb,Hospital Staff,PHYS_889769d4956b,PHYS_f003df975348,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/25/23 01:03 PM
PHYS_79cb6a3cad40,Medical Staff,PHYS_090a41b24f74,PHYS_6cd8e1624ef3,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 07:07 AM
PHYS_79cb6a3cad40,Hospital Staff,PHYS_b47d2042ad85,PHYS_543f38563933,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 07:45 AM
PHYS_79cb6a3cad40,Hospital Staff,PHYS_255fa40a71da,PHYS_3dd353d8ef78,Always,Always,Always,Always,Always,Always,Always,Always,"Although Dr. Sinno is a relatively new attending doctor, yet she shows great traits. I know Dr. Sinno since she was a resident and she always showed great respect to everyone she worked with. 
A highlight about Dr. Sinno is the fact that she cares a lot about her work down to the smallest details. For instance, if we ever call her to her office, and fail to reach her, she would call again as soon as she sees a call from the Lab. Another example, is that she would come in person to the lab, to ask of us a special request rather than doing it over the phone, ofcourse, always with a smile and thank you phrase. ",06/15/23 12:49 PM
PHYS_79cb6a3cad40,Faculty Self-Evaluation,PHYS_79cb6a3cad40,PHYS_5d7127044456,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/18/23 04:03 PM
PHYS_79cb6a3cad40,Hospital Staff,PHYS_812084020f1f,PHYS_62bbd784c82c,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/26/23 12:18 PM
PHYS_79cb6a3cad40,Hospital Staff,PHYS_c114e8f54a4f,PHYS_8f02e18f31db,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 15:13
PHYS_79cb6a3cad40,Chairperson,PHYS_95ae00cce5a8,PHYS_ac6824b7a015,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/11/2023 14:55
PHYS_79cb6a3cad40,Hospital Staff,PHYS_d93843f7100a,PHYS_bf055b0a7d0c,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 04:46 PM
PHYS_79cb6a3cad40,Hospital Staff,PHYS_09ffd24604d4,PHYS_cecba05b5814,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/17/23 01:03 PM
PHYS_79cb6a3cad40,Medical Staff,PHYS_256ce8399ca0,PHYS_9d5c40aedf6e,Always,Most of the time,Most of the time,Always,Most of the time,Sometimes,Most of the time,Most of the time,D/A,07/18/23 09:56 AM
PHYS_79cb6a3cad40,Medical Staff,PHYS_1eaf199090b1,PHYS_9f1d2f6a0d94,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/23 07:43 PM
PHYS_79cb6a3cad40,Medical Staff,PHYS_9153ae575d1a,PHYS_85caf803d7de,Always,Most of the time,Always,Always,Always,Most of the time,Sometimes,Always,D/A,07/19/23 05:40 PM
PHYS_79cb6a3cad40,Hospital Staff,PHYS_d51e8c7da0bd,PHYS_1c9e2a4aa183,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/25/23 07:29 AM
PHYS_95ae00cce5a8,Medical Staff,PHYS_090a41b24f74,PHYS_6cd8e1624ef3,Always,Always,Always,Most of the time,Always,Always,Always,Always,D/A,06/15/23 07:07 AM
PHYS_95ae00cce5a8,Hospital Staff,PHYS_cafb822844ab,PHYS_9d75a429c2b4,Always,Always,Always,Always,Always,Always,Always,Always,NO FURTHER COMMENTS,06/15/23 07:42 AM
PHYS_95ae00cce5a8,Hospital Staff,PHYS_9f276367add1,PHYS_3659b3c10478,Always,Always,Most of the time,Most of the time,Always,Always,Always,Always,D/A,06/15/23 09:04 AM
PHYS_95ae00cce5a8,Hospital Staff,PHYS_5dbb9661a991,PHYS_829ea081427b,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 04:17 PM
PHYS_95ae00cce5a8,Hospital Staff,PHYS_59de068f5b42,PHYS_ec7197b02457,Always,Always,Always,Always,Always,Always,Always,Always,I consider Dr. Zaatari a role model in professionalism.   ,06/19/23 04:28 PM
PHYS_95ae00cce5a8,Hospital Staff,PHYS_bb2f330a51bb,PHYS_60a769139b3b,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/26/23 08:27 AM
PHYS_95ae00cce5a8,Faculty Self-Evaluation,PHYS_95ae00cce5a8,PHYS_ac6824b7a015,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/11/2023 14:57
PHYS_95ae00cce5a8,Medical Staff,PHYS_256ce8399ca0,PHYS_9d5c40aedf6e,Most of the time,Most of the time,Sometimes,Most of the time,Always,Always,Sometimes,Sometimes,D/A,07/18/23 09:57 AM
PHYS_95ae00cce5a8,Medical Staff,PHYS_1eaf199090b1,PHYS_9f1d2f6a0d94,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/23 07:43 PM
PHYS_95ae00cce5a8,Medical Staff,PHYS_9153ae575d1a,PHYS_85caf803d7de,Most of the time,Most of the time,Always,Most of the time,Always,Most of the time,Always,Always,D/A,07/19/23 05:42 PM
PHYS_95ae00cce5a8,Hospital Staff,PHYS_889769d4956b,PHYS_f003df975348,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/25/23 01:03 PM
PHYS_95ae00cce5a8,Hospital Staff,PHYS_6ae9c17a9edf,PHYS_60f3bb2a567a,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/01/2023 15:20
PHYS_e85f931b0410,Hospital Staff,PHYS_59de068f5b42,PHYS_ec7197b02457,Always,Sometimes,Always,Always,Most of the time,Most of the time,Sometimes,Always,D/A,06/19/23 04:30 PM
PHYS_e85f931b0410,Faculty Self-Evaluation,PHYS_e85f931b0410,PHYS_70df6f8f4891,Always,Most of the time,Always,Always,Most of the time,Most of the time,Always,Always,D/A,06/20/23 03:00 PM
PHYS_e85f931b0410,Hospital Staff,PHYS_4f5711fa3e27,PHYS_c64968e26804,Always,Always,Always,Always,Always,Most of the time,Always,Always,"Empathy, flexibility, and “problem&ndash;solving” skills are 3 essential skills that make him a very good lab director. Dr. Zaher manages unusual, rare, or complex disorders. He leads by example and works on identifying issues and resolving them as quickly as possible. He uses creative problem solving which ultimately leads to promoting a good and positive environment in the lab while giving positive feedback when it&#x27;s needed. he is a great listener and cares for his team and the team&quot;s growth. ",06/26/23 12:39 PM
PHYS_e85f931b0410,Hospital Staff,PHYS_ff0ad08d335a,PHYS_5ab65aa70df0,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"Sometimes, Dr. Chakhachiro treats the staff with disrespect, and undervalue their efforts. In some occasions he uses abusive and rude intimidating language which creates an uncomfortable work environment, and discourages the staff to raise their concerns or inquiries, for fear of retaliation.",07/10/2023 11:08
PHYS_e85f931b0410,Hospital Staff,PHYS_9917e30bc5c0,PHYS_95c6223a4987,Most of the time,Hardly ever,Hardly ever,Most of the time,Hardly ever,Hardly ever,Sometimes,Hardly ever,D/A,07/08/2023 14:24
PHYS_e85f931b0410,Chairperson,PHYS_95ae00cce5a8,PHYS_ac6824b7a015,Always,Most of the time,Always,Always,Always,Always,Always,Always,D/A,07/11/2023 14:55
PHYS_e85f931b0410,Medical Staff,PHYS_090a41b24f74,PHYS_6cd8e1624ef3,Always,Most of the time,Always,Always,Sometimes,Sometimes,,Always,D/A,07/14/23 11:30 AM
PHYS_e85f931b0410,Hospital Staff,PHYS_4d149cb9e574,PHYS_d67ac8dbbe2e,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"On the behavior side, Dr. Chakhachiro, in certain occasions, addresses the staff with disrespect.
In the technical side, sometimes he does not respond to their inquiries timely which ends up by delaying patients&#x27; results. ",07/17/23 12:54 PM
PHYS_e85f931b0410,Medical Staff,PHYS_256ce8399ca0,PHYS_9d5c40aedf6e,Most of the time,Sometimes,Most of the time,Most of the time,Hardly ever,Sometimes,Sometimes,Sometimes,D/A,07/18/23 09:58 AM
PHYS_e85f931b0410,Medical Staff,PHYS_1eaf199090b1,PHYS_9f1d2f6a0d94,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,D/A,07/18/23 07:43 PM
PHYS_e85f931b0410,Medical Staff,PHYS_9153ae575d1a,PHYS_85caf803d7de,Always,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,,Most of the time,D/A,07/19/23 05:44 PM
PHYS_e85f931b0410,Hospital Staff,PHYS_8b068abde76f,PHYS_92e12ae2cbfb,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,D/A,07/24/23 05:15 PM
PHYS_e85f931b0410,Hospital Staff,PHYS_dea1eef9a65b,PHYS_7ade0a035d42,Always,Sometimes,Most of the time,Sometimes,Sometimes,,Hardly ever,Most of the time,D/A,07/25/23 01:23 PM
PHYS_9be0022e1f7c,Faculty Self-Evaluation,PHYS_9be0022e1f7c,PHYS_ef80e0ef7d6c,Always,Most of the time,Always,Always,Always,Always,Always,Always,D/A,05/15/24 10:47 AM
PHYS_9be0022e1f7c,Medical Staff,PHYS_d3d1bac7b5e9,PHYS_709b49cdba78,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,..,05/15/24 11:56 AM
PHYS_9be0022e1f7c,Hospital Staff,PHYS_6ecb55e7d889,PHYS_675924fa8a81,Always,Most of the time,Always,Always,,,,,D/A,05/15/24 05:47 PM
PHYS_9be0022e1f7c,Hospital Staff,PHYS_c520a9ef7c9d,PHYS_ff83c879321a,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,,Sometimes,Sometimes,D/A,05/16/24 07:23 AM
PHYS_9be0022e1f7c,Medical Staff,PHYS_72bb241555cb,PHYS_9bbd74a88201,Always,Always,Sometimes,Sometimes,Always,Hardly ever,Hardly ever,Always,D/A,05/16/24 09:12 PM
PHYS_9be0022e1f7c,Medical Staff,PHYS_d0095492190e,PHYS_57305ae7e6ba,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,05/17/24 08:46 AM
PHYS_9be0022e1f7c,Hospital Staff,PHYS_8282a9408b47,PHYS_809194957992,Always,Most of the time,Sometimes,Sometimes,Always,Most of the time,Most of the time,Always,D/A,05/27/24 08:29 AM
PHYS_9be0022e1f7c,Medical Staff,PHYS_782faa4afa78,PHYS_1ce142363873,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 07:43
PHYS_9be0022e1f7c,Medical Staff,PHYS_6af5e36fc881,PHYS_176f07e17920,Always,Sometimes,Always,Always,Sometimes,,Sometimes,Hardly ever,We hardly interact with DR. Baz and she only gave us one lecture over the entire academic year.  ,06/04/2024 10:43
PHYS_9be0022e1f7c,Medical Staff,PHYS_ec4ebcd06f52,PHYS_af9c15a69111,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Doctor baz is very professional and supportive during our calls.,06/05/2024 13:11
PHYS_9be0022e1f7c,Medical Staff,PHYS_dd9ceae53ecd,PHYS_28259db9ba05,,,,,,,,,D/A,06/05/2024 13:49
PHYS_9be0022e1f7c,Hospital Staff,PHYS_0b169bcc1874,PHYS_fdf0a9abd038,Always,Sometimes,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,06/10/2024 07:49
PHYS_9be0022e1f7c,Hospital Staff,PHYS_5fd41c39a73c,PHYS_04bd43468fb7,Always,Most of the time,Most of the time,Sometimes,Always,Most of the time,Most of the time,Most of the time,D/A,06/27/24 04:20 PM
PHYS_9be0022e1f7c,Chairperson,PHYS_95ae00cce5a8,PHYS_ac6824b7a015,Always,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,Always,D/A,07/01/2024 07:46
PHYS_9be0022e1f7c,Hospital Staff,PHYS_adc0e6943b1e,PHYS_48afef2732c9,Always,Always,Always,Always,Always,Always,Most of the time,Always,"Dr. Elizabeth is great  at creating a positive workplace, fortifying group work, and decision making for the best patient care environment. It is a great pleasure to have a great director like her. ",07/16/24 04:40 PM
PHYS_9be0022e1f7c,Medical Staff,PHYS_66379b9abf45,PHYS_810156b47f32,Always,Sometimes,Always,Always,Sometimes,Sometimes,Hardly ever,Sometimes,D/A,07/23/24 09:12 AM
PHYS_e7f25b0e9a00,Hospital Staff,PHYS_8b2d09e87997,PHYS_045cf4efb569,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 01:12 PM
PHYS_e7f25b0e9a00,Medical Staff,PHYS_72bb241555cb,PHYS_9bbd74a88201,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/16/24 09:12 PM
PHYS_e7f25b0e9a00,Medical Staff,PHYS_d0095492190e,PHYS_57305ae7e6ba,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/17/24 08:47 AM
PHYS_e7f25b0e9a00,Hospital Staff,PHYS_52d9264741c5,PHYS_c9c1ba544066,Always,Always,Always,Most of the time,Always,Always,Always,Always,D/A,05/17/24 04:00 PM
PHYS_e7f25b0e9a00,Medical Staff,PHYS_d3d1bac7b5e9,PHYS_709b49cdba78,Always,Always,Always,Always,Always,Always,Always,Always,"Professional , helpful, loving, A  father figure to all residents.",05/22/24 12:46 PM
PHYS_e7f25b0e9a00,Hospital Staff,PHYS_5ecedcaf9278,PHYS_ed2975e81aa3,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,Always,The most generous and the best director.,05/27/24 08:35 AM
PHYS_e7f25b0e9a00,Faculty Self-Evaluation,PHYS_e7f25b0e9a00,PHYS_e3f433b3a621,Always,Always,Always,Always,Always,Always,Always,Always,"The value, good reputation, credibility and high image and esteem of any institution is based on the features of its community members. The latter necessitates entailing assets such as honesty, fairness, transparency, loyalty, empathy, discipline, positive professional attitude, and shunning away from hypocrisy and appeasement. 
I for one strongly believe, embrace and practice all the afore mentioned at all levels including clinical service, teaching and research, and hope that this should be the practice by all.  ",05/27/24 05:38 PM
PHYS_e7f25b0e9a00,Medical Staff,PHYS_782faa4afa78,PHYS_1ce142363873,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 07:44
PHYS_e7f25b0e9a00,Medical Staff,PHYS_6af5e36fc881,PHYS_176f07e17920,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/04/2024 10:44
PHYS_e7f25b0e9a00,Medical Staff,PHYS_ec4ebcd06f52,PHYS_af9c15a69111,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Always,Most of the time,Most of the time,Does an effort to keep his residents up to date.,06/05/2024 13:13
PHYS_e7f25b0e9a00,Medical Staff,PHYS_dd9ceae53ecd,PHYS_28259db9ba05,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/05/2024 13:49
PHYS_e7f25b0e9a00,Chairperson,PHYS_95ae00cce5a8,PHYS_ac6824b7a015,Always,Most of the time,Most of the time,Most of the time,Most of the time,Always,Always,Always,D/A,07/01/2024 07:53
PHYS_e7f25b0e9a00,Hospital Staff,PHYS_39d5124fc7bf,PHYS_8d80a3ebec13,Always,Always,Most of the time,Most of the time,Always,Always,Most of the time,Always,D/A,07/01/2024 08:58
PHYS_e7f25b0e9a00,Hospital Staff,PHYS_b7296d78fafa,PHYS_544281f092f3,Always,Always,Always,Always,Always,Always,Always,Always,N&#x2F;A,07/02/2024 11:26
PHYS_e7f25b0e9a00,Medical Staff,PHYS_66379b9abf45,PHYS_810156b47f32,Always,Always,Always,Always,Always,Always,Always,Always,Father figure and caring instructor,07/23/24 09:12 AM
PHYS_e7f25b0e9a00,Hospital Staff,PHYS_c9c6806981da,PHYS_4a48ea5b055b,Always,Always,Always,Most of the time,Always,Always,Always,Always,D/A,07/23/24 10:20 PM
PHYS_7e27a77db757,Medical Staff,PHYS_7509d95c81b4,PHYS_30760fed116d,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:08 AM
PHYS_7e27a77db757,Hospital Staff,PHYS_cafb822844ab,PHYS_9d75a429c2b4,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:51 AM
PHYS_7e27a77db757,Faculty Self-Evaluation,PHYS_7e27a77db757,PHYS_b52bf9b0b2b8,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 02:53 PM
PHYS_7e27a77db757,Hospital Staff,PHYS_b47d2042ad85,PHYS_543f38563933,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,05/15/24 04:15 PM
PHYS_7e27a77db757,Medical Staff,PHYS_090a41b24f74,PHYS_6cd8e1624ef3,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 04:35 PM
PHYS_7e27a77db757,Hospital Staff,PHYS_ffdae2ca5c7f,PHYS_faf4390327a5,Always,Most of the time,Always,Always,Always,Always,Most of the time,Most of the time,"Dr. Kassouf is a true kind spirit. She carries herself with great dignity and also modesty. She exhibits extreme professionalism and always goes above and beyond for the patient. One thing I personally find challenging when working  with Dr. Kassouf is her constant thrive for perfectionism, which would usually turn into observable stress for herself and colleagues around her. However, that is merely a character trait that is coming from a selfless and  altruistic place to provide the most excellent patient&ndash;care. Truly an honor to work beside her.",05/19/24 02:59 PM
PHYS_7e27a77db757,Medical Staff,PHYS_256ce8399ca0,PHYS_9d5c40aedf6e,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/22/24 09:52 AM
PHYS_7e27a77db757,Hospital Staff,PHYS_812084020f1f,PHYS_62bbd784c82c,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 01:14 PM
PHYS_7e27a77db757,Medical Staff,PHYS_c44b5e9c918e,PHYS_fef2dff8179b,Always,Most of the time,Most of the time,Most of the time,Always,Always,Most of the time,Always,D/A,06/02/2024 17:47
PHYS_7e27a77db757,Medical Staff,PHYS_d1d9dd1f2039,PHYS_dddec46e1901,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/11/2024 23:04
PHYS_7e27a77db757,Medical Staff,PHYS_1eaf199090b1,PHYS_9f1d2f6a0d94,Always,Always,Sometimes,Most of the time,Always,Most of the time,Always,Always,D/A,06/24/24 03:04 PM
PHYS_7e27a77db757,Chairperson,PHYS_95ae00cce5a8,PHYS_ac6824b7a015,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,07/01/2024 07:47
PHYS_7e27a77db757,Medical Staff,PHYS_9153ae575d1a,PHYS_85caf803d7de,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 03:28 PM
PHYS_7e27a77db757,Medical Staff,PHYS_3863197fb4bc,PHYS_4469fe5ed7d8,Always,Always,Always,Always,Always,Always,Always,Always,Professional,07/22/24 02:45 PM
PHYS_7e27a77db757,Hospital Staff,PHYS_b07c969a12d2,PHYS_3418bcf053ee,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/22/24 03:48 PM
PHYS_7e27a77db757,Hospital Staff,PHYS_c114e8f54a4f,PHYS_8f02e18f31db,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 09:17 AM
PHYS_e7445bafe72d,Medical Staff,PHYS_7509d95c81b4,PHYS_30760fed116d,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:08 AM
PHYS_e7445bafe72d,Hospital Staff,PHYS_b47d2042ad85,PHYS_543f38563933,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,05/15/24 04:15 PM
PHYS_e7445bafe72d,Medical Staff,PHYS_090a41b24f74,PHYS_6cd8e1624ef3,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 04:36 PM
PHYS_e7445bafe72d,Medical Staff,PHYS_256ce8399ca0,PHYS_9d5c40aedf6e,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,,Sometimes,D/A,05/22/24 09:53 AM
PHYS_e7445bafe72d,Faculty Self-Evaluation,PHYS_e7445bafe72d,PHYS_0bcae2be48ee,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 07:16 AM
